trial.type,trial,id,population,sex,ate,familiar.object.colour,novel.object.colour,novel.side,rewarded.side,treatment,distance.moved,mean.velocity,periphery.visits,time.in.periphery,latency.periphery,center.visits,time.in.center,latency.center,freezes,time.freezing,left.object.visits,time.with.left.object,latency.left.object,right.object.visits,time.with.right.object,latency.right.object,left.object.large.visits,time.with.left.object.large,latency.left.object.large,right.object.large.visits,time.with.right.object.large,latency.right.object.large,visits.novel.object,time.with.novel.object,latency.novel.object,visits.familiar.object,time.with.familiar.object,latency.familiar.object,time.with.rewarded.object,time.with.unrewarded.object,number.sessions.ate
training,20,B1,AxQ,F,N,red,brown,R,L,familiar,488.274,0.813539,22,482.188,8.59978,22,118.197,0,109,271.793,4,7.7998,19.1995,12,46.3988,50.9987,3,18.7995,15.3996,19,139.397,48.5988,12,46.3988,50.9987,4,7.7998,19.1995,7.7998,46.3988,
training,20,B2,AxQ,F,Y,red,brown,L,L,novel,1622.6,2.70349,61,400.59,8.59978,59,199.195,0,3,1.59996,27,41.399,1.39996,18,13.9996,42.1989,26,136.597,0,35,91.5977,40.199,27,41.399,1.39996,18,13.9996,42.1989,41.399,13.9996,
training,20,G1,AxQ,F,Y,brown,black,L,L,novel,858.541,1.43285,41,143.396,0,41,456.589,1.19997,104,123.997,39,377.191,20.7995,14,21.5995,1.39996,22,450.589,15.5996,14,44.5989,0,39,377.191,20.7995,14,21.5995,1.39996,377.191,21.5995,
training,20,G2,AxQ,F,Y,brown,black,R,L,familiar,628.994,1.048,29,147.596,0,29,452.789,2.39994,98,205.795,19,276.793,19.1995,9,29.7993,2.39994,11,342.191,17.7996,12,83.1979,0,9,29.7993,2.39994,19,276.793,19.1995,276.793,29.7993,
training,20,M1,Paria,F,Y,brown,black,R,L,familiar,139.14,0.444263,7,95.5976,0,15,232.794,18.9995,45,230.194,15,183.395,18.9995,2,44.1989,87.3978,15,193.395,18.1995,2,45.9988,87.3978,2,44.1989,87.3978,15,183.395,18.9995,183.395,44.1989,
training,20,M3,Paria,F,N,brown,black,R,L,familiar,194.636,0.559957,7,38.599,101.397,28,329.192,0,27,236.394,28,292.593,0,4,22.1994,128.797,24,305.192,0,5,33.5992,125.997,4,22.1994,128.797,28,292.593,0,292.593,22.1994,
training,20,Z1,Paria,F,Y,red,brown,L,L,novel,1062.7,1.77062,33,145.396,22.5994,33,454.989,0,42,257.594,23,343.591,0,14,25.1994,63.1984,22,401.19,0,24,62.7984,62.5984,23,343.591,0,14,25.1994,63.1984,343.591,25.1994,
training,20,Z2,Paria,F,Y,red,brown,R,L,familiar,299.041,0.498249,13,133.397,0,13,466.988,2.99992,81,328.392,15,458.789,2.99992,0,0,-,16,530.787,0.199994,0,0,-,0,0,-,15,458.789,2.99992,458.789,0,
training,20,Z3,Paria,F,Y,red,brown,L,L,novel,806.573,1.34387,21,237.594,0.999974,20,359.191,0,90,125.597,6,150.796,44.1989,18,120.797,0,9,166.396,41.9989,20,177.196,0,6,150.796,44.1989,18,120.797,0,150.796,120.797,
training,20,C1,AxQ,F,Y,blue,tan,L,L,novel,904.201,1.50654,0,0,-,0,0,-,53,313.392,29,41.199,1.79995,4,1.39996,121.197,28,295.793,0,6,10.5997,68.7983,29,41.199,1.79995,4,1.39996,121.197,41.199,1.39996,
training,20,C2,AxQ,F,N,blue,tan,R,L,familiar,919.597,1.53219,0,0,-,0,0,-,49,100.397,11,18.3995,13.5997,16,125.597,0,21,73.9981,13.3997,21,199.195,0,16,125.597,0,11,18.3995,13.5997,18.3995,125.597,
training,20,J1,Paria,F,Y,blue,tan,R,L,familiar,776.088,1.29308,0,0,-,0,0,-,85,115.997,56,172.196,0,10,6.59983,175.196,20,309.192,0,12,84.7979,171.596,10,6.59983,175.196,56,172.196,0,172.196,6.59983,
training,20,J3,Paria,F,Y,blue,tan,R,L,familiar,548.394,0.913709,0,0,-,0,0,-,93,168.596,12,141.196,32.7992,1,2.19995,562.986,11,176.796,31.3992,2,7.39981,555.386,1,2.19995,562.986,12,141.196,32.7992,141.196,2.19995,
training,20,A1,AxQ,F,Y,white,blue,R,R,novel,746.934,1.24451,35,263.993,0,34,336.392,12.1997,111,145.596,8,16.7996,172.396,22,261.793,12.3997,16,77.5981,170.996,14,359.191,6.19984,22,261.793,12.3997,8,16.7996,172.396,261.793,16.7996,
training,20,A2,AxQ,F,Y,white,blue,L,R,familiar,757.757,1.26254,22,413.59,0,21,186.795,0.399989,62,83.3979,8,29.1993,0.399989,7,100.797,31.3992,12,52.9987,0,14,134.797,27.5993,8,29.1993,0.399989,7,100.797,31.3992,100.797,29.1993,
training,20,E2,AxQ,F,N,purple,brown,L,R,familiar,959.091,1.59799,43,224.194,0,42,376.191,6.99982,14,18.3995,9,16.1996,29.1993,30,160.396,7.19982,19,81.798,28.3993,25,292.793,0.599985,9,16.1996,29.1993,30,160.396,7.19982,160.396,16.1996,
training,20,H1,Paria,F,Y,white,blue,L,R,familiar,761.015,1.26797,32,216.795,0.199994,33,383.59,0,92,134.997,6,11.9997,4.79988,20,237.394,16.5996,12,68.7983,3.19992,17,312.192,15.5996,6,11.9997,4.79988,20,237.394,16.5996,237.394,11.9997,
training,20,H2,Paria,F,Y,white,blue,R,R,novel,396.083,0.659935,12,150.596,0,11,449.789,1.19997,89,378.991,1,1.59996,297.993,10,374.191,2.59993,4,7.9998,0,10,451.989,2.19995,10,374.191,2.59993,1,1.59996,297.993,374.191,1.59996,
training,20,H3,Paria,F,Y,white,blue,L,R,familiar,296.035,0.493239,7,17.3996,154.996,8,582.985,0,171,309.992,2,19.3995,375.391,8,540.386,8.39979,1,25.1994,374.391,3,562.586,0,2,19.3995,375.391,8,540.386,8.39979,540.386,19.3995,
training,20,X1,Paria,F,N,purple,brown,R,R,novel,367.248,0.611892,13,93.3977,0,13,506.987,18.9995,34,296.993,7,19.7995,198.795,8,445.789,18.9995,4,29.5993,198.595,8,481.588,17.9995,8,445.789,18.9995,7,19.7995,198.795,445.789,19.7995,
training,20,X2,Paria,F,N,purple,brown,L,R,familiar,1169.72,1.94893,38,392.99,17.7996,38,207.395,0,33,15.3996,8,12.9997,195.595,4,10.1997,32.5992,10,42.3989,11.5997,22,56.3986,31.1992,8,12.9997,195.595,4,10.1997,32.5992,10.1997,12.9997,
training,20,X3,Paria,F,N,purple,brown,R,R,novel,495.43,0.825463,21,102.797,10.1997,22,497.588,0,85,255.794,16,149.996,9.39977,8,60.1985,74.9981,11,228.794,9.19977,8,131.197,72.3982,8,60.1985,74.9981,16,149.996,9.39977,60.1985,149.996,
training,19,B1,AxQ,F,N,blue,tan,R,L,familiar,565.445,0.942118,32,412.19,0,31,188.195,5.79985,92,239.594,3,2.39994,384.99,10,25.3994,13.9996,4,19.3995,381.19,27,213.195,5.59986,10,25.3994,13.9996,3,2.39994,384.99,2.39994,25.3994,
training,19,B2,AxQ,F,Y,blue,tan,L,L,novel,1892.17,3.15264,51,487.788,0,46,111.597,3.7999,1,0.599985,11,10.7997,88.7978,11,11.3997,34.3991,38,114.197,5.39986,45,68.5983,29.1993,11,10.7997,88.7978,11,11.3997,34.3991,10.7997,11.3997,
training,19,G1,AxQ,F,Y,white,blue,R,R,novel,568.799,0.947706,25,47.5988,15.1996,25,552.786,0,134,240.794,11,18.3995,217.595,28,495.588,0,5,33.7992,216.395,9,533.387,0,28,495.588,0,11,18.3995,217.595,495.588,18.3995,
training,19,G2,AxQ,F,Y,white,blue,L,R,familiar,518.71,0.86425,19,119.597,0,19,480.788,38.599,112,272.393,9,24.3994,205.995,11,391.39,39.599,8,51.1987,204.995,9,421.789,38.999,9,24.3994,205.995,11,391.39,39.599,391.39,24.3994,
training,19,M1,Paria,F,Y,white,blue,R,L,familiar,367.347,0.612055,16,287.993,0,16,312.392,0.999974,79,333.992,8,285.793,0.799979,8,19.9995,137.397,9,308.192,0,9,35.3991,136.197,8,19.9995,137.397,8,285.793,0.799979,285.793,19.9995,
training,19,M3,Paria,F,N,white,blue,R,L,familiar,475.014,0.791445,19,218.195,0,18,382.19,12.9997,56,188.195,13,267.393,12.5997,7,59.9985,153.596,12,337.792,9.19977,9,89.3978,151.596,7,59.9985,153.596,13,267.393,12.5997,267.393,59.9985,
training,19,Z1,Paria,F,Y,blue,tan,L,L,novel,562.219,0.936742,62,487.788,0,61,112.597,8.79978,63,344.591,25,24.5994,7.39981,5,4.99987,34.9991,13,454.589,0,6,14.7996,32.9992,25,24.5994,7.39981,5,4.99987,34.9991,24.5994,4.99987,
training,19,Z2,Paria,F,Y,blue,tan,R,L,familiar,349.977,0.583115,24,395.39,12.9997,24,204.995,0,85,282.793,22,172.996,0,1,3.19992,253.394,23,328.192,0,1,8.99977,249.994,1,3.19992,253.394,22,172.996,0,172.996,3.19992,
training,19,Z3,Paria,F,Y,blue,tan,R,R,novel,396.796,0.661122,30,117.397,0.799979,30,482.988,0,78,105.997,2,2.39994,468.988,39,451.589,0,5,9.99975,467.588,9,523.187,0,39,451.589,0,2,2.39994,468.988,451.589,2.39994,
training,19,A1,AxQ,F,Y,red,brown,L,L,novel,665.1,1.10816,30,137.197,0,30,463.188,2.19995,123,245.994,22,388.59,16.1996,8,24.9994,2.39994,11,447.189,15.5996,9,62.7984,0,22,388.59,16.1996,8,24.9994,2.39994,388.59,24.9994,
training,19,A2,AxQ,F,Y,red,brown,L,R,familiar,900.952,1.50112,30,342.191,0.199994,30,258.194,0,74,80.198,12,40.799,0,8,147.196,36.5991,16,81.398,0,10,168.596,35.3991,12,40.799,0,8,147.196,36.5991,147.196,40.799,
training,19,E2,AxQ,F,N,brown,black,L,R,familiar,1098.86,1.83086,44,354.391,14.7996,45,245.994,0,17,15.9996,16,36.7991,16.3996,27,126.597,0.399989,42,136.797,11.3997,25,231.194,0,16,36.7991,16.3996,27,126.597,0.399989,126.597,36.7991,
training,19,H1,Paria,F,Y,red,brown,R,L,familiar,871.054,1.45131,33,140.596,1.39996,33,459.789,0,70,129.997,15,238.594,6.59983,21,92.3977,129.397,13,272.593,5.59986,15,157.396,128.597,21,92.3977,129.397,15,238.594,6.59983,238.594,92.3977,
training,19,H2,Paria,F,Y,red,brown,L,L,novel,594.155,0.990284,21,261.793,17.5996,21,338.592,0,63,265.393,8,50.7987,0,3,5.99985,29.3993,16,119.397,0,13,60.5985,28.7993,8,50.7987,0,3,5.99985,29.3993,50.7987,5.99985,
training,19,H3,Paria,F,Y,red,brown,R,L,familiar,313.201,0.52184,9,72.3982,0,9,527.987,13.9996,164,318.392,6,441.789,130.197,4,60.3985,13.9996,3,455.789,128.197,3,74.9981,7.7998,4,60.3985,13.9996,6,441.789,130.197,441.789,60.3985,
training,19,X1,Paria,F,N,brown,black,R,R,novel,343.877,0.572952,12,148.196,0,12,452.189,21.3995,63,394.59,7,297.793,76.1981,6,67.7983,23.1994,5,320.792,75.7981,7,96.5976,22.3994,6,67.7983,23.1994,7,297.793,76.1981,67.7983,297.793,
training,19,X2,Paria,F,Y,brown,black,L,R,familiar,969.67,1.61562,49,281.793,0.399989,50,318.592,0,39,21.9995,15,29.9993,19.5995,21,68.7983,89.1978,12,94.3976,6.99982,19,157.796,78.998,15,29.9993,19.5995,21,68.7983,89.1978,68.7983,29.9993,
training,19,X3,Paria,F,N,brown,black,R,R,novel,168.228,0.280481,5,90.7977,206.595,6,509.187,0.399989,32,296.393,4,147.596,155.596,5,320.592,0.399989,3,154.596,154.396,4,336.192,0.399989,5,320.592,0.399989,4,147.596,155.596,320.592,147.596,
training,19,C1,AxQ,F,Y,purple,brown,L,L,novel,1224.51,2.04021,50,269.593,17.3996,50,330.592,0,79,69.7983,42,237.594,2.59993,8,5.79986,87.7978,34,380.19,1.39996,13,28.5993,86.5978,42,237.594,2.59993,8,5.79986,87.7978,237.594,5.79986,
training,19,C2,AxQ,F,Y,purple,brown,R,L,familiar,891.776,1.48584,28,369.191,0,25,229.194,7.19982,63,102.197,14,121.597,7.9998,15,39.599,45.9988,16,173.796,7.59981,22,84.3979,45.3989,15,39.599,45.9988,14,121.597,7.9998,121.597,39.599,
training,19,J1,Paria,F,Y,purple,brown,R,L,familiar,665.103,1.10816,40,121.397,39.599,40,478.988,0,103,194.795,52,285.993,0.599985,12,18.9995,235.794,11,444.789,0,8,44.9989,234.794,12,18.9995,235.794,52,285.993,0.599985,285.993,18.9995,
training,19,J3,Paria,F,Y,purple,brown,R,L,familiar,259.526,0.43241,11,104.397,0,11,495.988,16.7996,125,334.192,8,482.988,50.3987,0,0,-,5,511.987,48.9988,1,3.39992,12.9997,0,0,-,8,482.988,50.3987,482.988,0,
training,18,B1,AxQ,F,Y,purple,brown,L,R,familiar,383.042,0.638206,31,311.392,0,31,288.993,13.1997,116,326.992,0,0,-,37,224.394,13.9996,0,0,-,18,377.591,6.79983,0,0,-,37,224.394,13.9996,224.394,0,
training,18,B2,AxQ,F,N,purple,brown,R,R,novel,2210.46,3.68296,57,467.388,0,57,132.997,0.999974,2,0.599985,18,10.3997,39.799,13,13.5997,53.1987,48,80.998,1.99995,53,120.997,12.9997,13,13.5997,53.1987,18,10.3997,39.799,13.5997,10.3997,
training,18,G1,AxQ,F,Y,red,brown,R,R,novel,658.422,1.09703,33,107.597,0,33,492.788,3.9999,97,224.194,10,17.3996,14.5996,30,419.19,3.9999,7,36.9991,14.3996,11,464.788,1.59996,30,419.19,3.9999,10,17.3996,14.5996,419.19,17.3996,
training,18,G2,AxQ,F,Y,red,brown,L,R,familiar,406.407,0.677137,13,68.3983,0,12,531.987,1.59996,102,324.592,4,12.9997,37.1991,9,437.989,52.9987,3,28.3993,25.1994,9,474.388,6.99982,4,12.9997,37.1991,9,437.989,52.9987,437.989,12.9997,
training,18,M1,Paria,F,Y,red,brown,L,R,familiar,272.23,0.453577,12,325.592,0,11,274.793,22.1994,60,379.991,1,5.59986,22.3994,10,268.193,36.5991,1,6.99982,21.3995,10,286.993,35.9991,1,5.59986,22.3994,10,268.193,36.5991,268.193,5.59986,
training,18,M3,Paria,F,N,red,brown,L,R,familiar,569.14,0.948274,17,234.394,9.19977,18,365.991,0,90,187.595,10,56.1986,0,13,188.795,95.3976,16,108.997,0,11,263.393,88.7978,10,56.1986,0,13,188.795,95.3976,188.795,56.1986,
training,18,Z1,Paria,F,Y,purple,brown,R,R,novel,838.63,1.39729,34,85.5979,21.1995,35,514.787,0,57,329.992,6,5.59986,99.7975,23,468.788,0,11,24.5994,98.5975,20,511.187,0,23,468.788,0,6,5.59986,99.7975,468.788,5.59986,
training,18,Z2,Paria,F,N,purple,brown,L,R,familiar,711.031,1.30756,30,341.391,0,29,203.195,2.99992,45,111.397,9,26.1993,19.9995,11,32.7992,3.9999,21,107.797,18.9995,17,94.7976,2.39994,9,26.1993,19.9995,11,32.7992,3.9999,32.7992,26.1993,
training,18,Z3,Paria,F,Y,purple,brown,R,R,novel,748.607,1.24729,30,144.996,39.599,30,455.389,0,51,99.1975,7,17.1996,96.9976,19,357.391,0,14,44.7989,86.7978,13,413.39,0,19,357.391,0,7,17.1996,96.9976,357.391,17.1996,
training,18,A1,AxQ,F,Y,blue,tan,L,L,novel,666.831,1.11104,146,413.99,4.39989,147,186.395,0,159,152.196,140,122.597,0,2,10.9997,440.989,14,461.588,0,11,54.9986,200.995,140,122.597,0,2,10.9997,440.989,122.597,10.9997,
training,18,A2,AxQ,F,Y,blue,tan,R,L,familiar,745.834,1.24267,27,199.595,195.795,27,400.59,0,107,222.794,11,292.793,0,10,39.599,197.795,15,325.592,0,12,63.9984,196.595,10,39.599,197.795,11,292.793,0,292.793,39.599,
training,18,E2,AxQ,F,N,white,blue,L,R,familiar,1219.79,2.03236,45,338.992,0.399989,46,261.393,0,12,4.79988,23,49.9987,38.999,20,26.1993,0,31,151.596,35.5991,32,135.197,0,23,49.9987,38.999,20,26.1993,0,26.1993,49.9987,
training,18,H1,Paria,F,Y,blue,tan,L,R,familiar,385.027,0.641514,19,48.1988,0.999974,20,552.186,0,85,381.79,9,20.9995,0,9,476.988,12.9997,5,41.399,0,5,508.187,11.9997,9,20.9995,0,9,476.988,12.9997,476.988,20.9995,
training,18,H2,Paria,F,Y,blue,tan,L,L,novel,326.268,0.543612,14,239.194,0.199994,14,361.191,0,48,412.19,7,6.19984,463.188,3,8.79978,404.99,6,127.197,74.1981,8,68.7983,5.19987,7,6.19984,463.188,3,8.79978,404.99,6.19984,8.79978,
training,18,H3,Paria,F,Y,blue,tan,L,R,familiar,299.831,0.499564,12,31.7992,3.7999,13,568.586,0,138,373.991,10,20.5995,0.999974,12,520.987,35.1991,3,47.1988,0,2,543.586,33.9992,10,20.5995,0.999974,12,520.987,35.1991,520.987,20.5995,
training,18,X1,Paria,F,N,white,blue,L,L,novel,596.852,0.994447,22,247.794,0,22,352.591,5.39986,80,176.596,10,164.396,10.1997,4,29.3993,280.593,12,204.395,7.59981,7,87.7978,61.3985,10,164.396,10.1997,4,29.3993,280.593,164.396,29.3993,
training,18,X2,Paria,F,Y,white,blue,R,L,familiar,649.81,1.08268,41,308.192,6.99982,42,292.193,0,69,47.9988,19,86.3978,25.9993,5,16.9996,345.991,19,272.393,3.39991,9,63.9984,342.591,5,16.9996,345.991,19,86.3978,25.9993,86.3978,16.9996,
training,18,X3,Paria,F,N,white,blue,R,R,novel,625.137,1.04157,19,178.196,19.1995,19,422.189,0,75,184.595,10,96.1976,16.9996,8,22.9994,0,17,149.396,12.3997,11,116.597,0,8,22.9994,0,10,96.1976,16.9996,22.9994,96.1976,
training,18,C1,AxQ,F,Y,brown,black,L,L,novel,1317.22,2.1947,58,238.194,2.59993,58,362.191,0,62,103.597,25,216.995,8.79978,25,46.7988,115.997,28,281.193,7.9998,26,120.397,114.997,25,216.995,8.79978,25,46.7988,115.997,216.995,46.7988,
training,18,C2,AxQ,F,Y,brown,black,L,R,familiar,665.084,1.10813,21,190.595,1.59996,19,408.79,0,94,216.795,7,15.3996,0,11,343.391,13.3997,10,41.9989,0,10,375.791,12.9997,7,15.3996,0,11,343.391,13.3997,343.391,15.3996,
training,18,J1,Paria,F,Y,brown,black,L,R,familiar,504.872,0.841194,74,166.396,10.5997,75,433.989,0,114,194.195,8,15.5996,0.199994,123,201.395,14.1996,4,44.1989,0,9,461.588,13.5997,8,15.5996,0.199994,123,201.395,14.1996,201.395,15.5996,
training,18,J3,Paria,F,N,brown,black,L,R,familiar,484.852,0.808915,13,517.187,0,12,82.9979,80.798,75,231.794,0,0,-,5,24.7994,447.989,1,7.7998,74.7981,8,53.5987,91.3977,0,0,-,5,24.7994,447.989,24.7994,0,
training,17,B1,AxQ,F,Y,brown,black,L,R,familiar,589.302,0.981867,34,371.991,6.39984,34,228.394,0,114,222.194,7,26.3993,0,34,127.797,117.997,19,114.197,0,15,254.194,115.597,7,26.3993,0,34,127.797,117.997,127.797,26.3993,
training,17,B2,AxQ,F,N,brown,black,L,L,novel,1935.97,3.22563,69,419.79,7.19982,64,178.196,0,10,3.19992,11,10.3997,4.59988,18,29.7993,60.3985,45,104.597,2.39994,45,148.796,53.7987,11,10.3997,4.59988,18,29.7993,60.3985,10.3997,29.7993,
training,17,G1,AxQ,F,Y,blue,tan,L,L,novel,879.336,1.46511,143,262.393,0.199994,144,337.992,0,77,128.597,114,176.596,5.39986,8,12.7997,201.995,19,433.189,3.39991,7,35.3991,113.997,114,176.596,5.39986,8,12.7997,201.995,176.596,12.7997,
training,17,G2,AxQ,F,Y,blue,tan,L,L,familiar,599.39,0.998675,23,164.396,156.396,24,435.989,0,121,204.195,15,319.192,0,10,21.3995,273.793,12,363.391,0,10,78.198,208.595,15,319.192,0,10,21.3995,273.793,21.3995,319.192,
training,17,M1,Paria,F,Y,blue,tan,L,R,familiar,331.43,0.552213,22,165.396,0,22,434.989,0.799979,78,330.192,14,85.3979,0.599985,15,325.392,83.7979,9,139.797,0,6,353.991,82.5979,14,85.3979,0.599985,15,325.392,83.7979,325.392,85.3979,
training,17,M3,Paria,F,N,blue,tan,L,R,familiar,463.244,0.771835,20,100.997,0,20,499.388,1.99995,51,217.795,8,115.997,88.3978,13,224.194,1.99995,9,155.396,81.398,17,301.392,1.39996,8,115.997,88.3978,13,224.194,1.99995,224.194,115.997,
training,17,Z1,Paria,F,Y,brown,black,R,R,novel,652.307,1.08684,96,146.396,2.39994,97,453.989,0,110,255.794,9,12.1997,0,98,358.991,25.1994,9,36.1991,0,14,510.187,24.5994,98,358.991,25.1994,9,12.1997,0,358.991,12.1997,
training,17,Z2,Paria,F,Y,brown,black,L,R,familiar,779.305,1.29844,44,219.595,19.5995,44,380.79,0,66,82.1979,16,51.5987,1.19997,27,160.796,13.5997,22,171.596,0,16,239.594,11.1997,16,51.5987,1.19997,27,160.796,13.5997,160.796,51.5987,
training,17,Z3,Paria,F,Y,brown,black,R,R,novel,474.859,0.791188,38,107.997,19.7995,39,492.388,0,101,165.396,5,14.7996,444.389,42,424.589,0,4,27.5993,442.589,13,504.987,0,42,424.589,0,5,14.7996,444.389,424.589,14.7996,
training,17,A1,AxQ,F,Y,purple,brown,R,R,novel,441.183,0.735079,35,111.997,35.3991,36,488.388,0,139,262.993,6,9.39977,355.791,24,419.39,0,7,51.5987,352.591,7,492.788,0,24,419.39,0,6,9.39977,355.791,419.39,9.39977,
training,17,A2,AxQ,F,Y,purple,brown,L,R,familiar,645.882,1.07614,30,295.393,0,29,304.992,2.19995,93,206.995,11,25.5994,1.99995,15,225.194,17.1996,11,52.3987,0,9,250.594,16.3996,11,25.5994,1.99995,15,225.194,17.1996,225.194,25.5994,
training,17,E2,AxQ,F,N,red,brown,R,L,familiar,1063.41,1.7718,39,389.59,0,38,210.795,0.199994,16,16.5996,17,33.1992,7.59981,13,33.7992,0.199994,24,119.997,6.19984,34,124.197,0,13,33.7992,0.199994,17,33.1992,7.59981,33.1992,33.7992,
training,17,H1,Paria,F,Y,purple,brown,L,R,familiar,424.523,0.70732,20,55.7986,128.797,21,544.586,0,120,263.993,5,34.7991,264.393,14,482.188,0,3,43.7989,263.793,8,520.787,0,5,34.7991,264.393,14,482.188,0,482.188,34.7991,
training,17,H2,Paria,F,Y,purple,brown,R,R,novel,580.821,0.967737,24,150.996,0,23,449.389,3.59991,78,299.593,7,7.7998,233.994,13,318.992,5.79985,12,28.7993,0,17,391.59,3.7999,13,318.992,5.79985,7,7.7998,233.994,318.992,7.7998,
training,17,H3,Paria,F,Y,purple,brown,L,R,familiar,259.51,0.432384,19,46.7988,0.999974,19,553.586,0,140,349.591,6,49.9987,0,14,501.587,64.5984,1,57.1986,0,1,537.387,62.9984,6,49.9987,0,14,501.587,64.5984,501.587,49.9987,
training,17,X1,Paria,F,N,red,brown,L,L,novel,562.23,0.936761,25,282.793,35.9991,25,317.592,0,74,217.195,13,50.3987,63.3984,10,54.7986,111.997,10,127.797,61.7985,9,118.197,108.797,13,50.3987,63.3984,10,54.7986,111.997,50.3987,54.7986,
training,17,X2,Paria,F,Y,red,brown,L,R,familiar,767.723,1.27914,43,227.594,0,42,372.791,0.199994,52,49.1988,14,42.7989,6.39984,15,79.398,96.3976,12,154.196,2.39994,17,197.995,42.5989,14,42.7989,6.39984,15,79.398,96.3976,79.398,42.7989,
training,17,X3,Paria,F,N,red,brown,L,L,novel,508.584,0.847379,22,208.395,10.3997,23,391.99,0,82,242.594,8,26.7993,143.396,15,136.397,0,10,121.597,142.596,14,269.793,0,8,26.7993,143.396,15,136.397,0,26.7993,136.397,
training,17,C1,AxQ,F,Y,white,blue,R,R,novel,1453.43,2.42163,54,277.993,0,53,322.392,4.19989,61,88.1978,21,23.3994,4.19989,36,202.795,44.5989,27,111.997,0,22,303.592,42.7989,36,202.795,44.5989,21,23.3994,4.19989,202.795,23.3994,
training,17,C2,AxQ,F,Y,white,blue,R,L,familiar,941.936,1.56941,29,321.592,84.9979,30,278.793,0,69,107.397,18,176.996,0,11,31.7992,98.5975,13,215.595,0,17,80.598,97.7976,11,31.7992,98.5975,18,176.996,0,176.996,31.7992,
training,17,J1,Paria,F,Y,white,blue,R,L,familiar,712.43,1.18702,33,93.3977,88.9978,33,506.987,0,104,170.996,31,312.192,0,9,20.9995,235.394,18,386.19,0,6,56.5986,234.394,9,20.9995,235.394,31,312.192,0,312.192,20.9995,
training,17,J3,Paria,F,N,white,blue,R,L,familiar,392.229,0.653513,14,529.187,0,13,71.1982,7.39981,107,322.192,3,9.99975,190.795,1,5.19987,450.789,7,101.997,29.9992,2,19.7995,448.589,1,5.19987,450.789,3,9.99975,190.795,9.99975,5.19987,
training,16,A1,AxQ,F,Y,brown,black,L,L,novel,563.811,0.939396,21,149.396,47.7988,21,450.989,0,53,278.793,12,259.394,0,7,28.1993,13.7997,13,311.392,0,11,59.5985,12.9997,12,259.394,0,7,28.1993,13.7997,259.394,28.1993,
training,16,A2,AxQ,F,Y,brown,black,L,R,familiar,860.918,1.43442,29,288.793,0,28,311.592,2.59993,73,119.197,13,52.7987,3.7999,17,175.196,30.5992,17,92.1977,3.19992,11,199.395,29.9992,13,52.7987,3.7999,17,175.196,30.5992,175.196,52.7987,
training,16,E2,AxQ,F,N,blue,tan,L,R,familiar,1196.06,1.99281,50,368.791,0,49,231.594,1.39996,8,6.99982,15,26.1993,24.3994,15,22.1994,16.1996,37,147.196,2.79993,25,102.797,12.7997,15,26.1993,24.3994,15,22.1994,16.1996,22.1994,26.1993,
training,16,H1,Paria,F,Y,brown,black,R,L,familiar,422.005,0.703125,37,73.9982,8.99977,38,526.387,0,104,270.793,32,442.789,0.399989,10,57.5986,273.193,5,482.388,0,4,82.9979,272.193,10,57.5986,273.193,32,442.789,0.399989,442.789,57.5986,
training,16,H2,Paria,F,Y,brown,black,L,L,novel,700.129,1.16652,46,202.795,41.599,47,397.59,0,107,199.795,25,307.592,0,16,32.3992,151.996,15,369.191,0,12,81.398,150.596,25,307.592,0,16,32.3992,151.996,307.592,32.3992,
training,16,H3,Paria,F,Y,brown,black,R,L,familiar,301.823,0.502884,19,62.5984,7.19982,20,537.787,0,101,329.592,14,458.989,1.39996,7,56.7986,14.7996,3,474.388,0,4,89.3978,13.7997,7,56.7986,14.7996,14,458.989,1.39996,458.989,56.7986,
training,16,X1,Paria,F,N,blue,tan,L,L,novel,455.932,0.760666,25,140.596,36.3991,25,458.989,0.799979,53,177.996,17,361.191,0.799979,8,20.9995,189.195,10,429.589,0.799979,7,44.5989,186.995,17,361.191,0.799979,8,20.9995,189.195,361.191,20.9995,
training,16,X2,Paria,F,Y,blue,tan,L,R,familiar,761.819,1.26931,45,233.394,3.9999,46,366.991,0,70,50.5987,15,20.3995,100.997,13,57.5986,14.3996,25,147.996,81.398,13,143.796,5.59986,15,20.3995,100.997,13,57.5986,14.3996,57.5986,20.3995,
training,16,X3,Paria,F,N,blue,tan,L,L,novel,170.481,0.284711,8,23.5994,5.99985,9,575.986,0,24,80.798,10,493.188,5.79985,3,6.99982,520.587,7,538.387,4.59988,2,14.7996,519.387,10,493.188,5.79985,3,6.99982,520.587,493.188,6.99982,
training,16,C1,AxQ,F,Y,red,brown,L,L,novel,1218.36,2.02998,59,168.596,4.79988,60,431.789,0,71,140.396,36,302.392,21.1995,15,8.99977,0,24,410.79,20.5995,19,62.7984,0,36,302.392,21.1995,15,8.99977,0,302.392,8.99977,
training,16,C2,AxQ,F,Y,red,brown,L,R,familiar,896.064,1.49298,29,347.391,5.19987,25,250.394,0,74,128.597,6,9.19977,0,11,159.596,6.79983,14,36.9991,0,18,213.795,6.19984,6,9.19977,0,11,159.596,6.79983,159.596,9.19977,
training,16,J1,Paria,F,Y,red,brown,L,R,familiar,617.415,1.02871,33,77.3981,0,32,522.987,0.999974,123,179.196,7,28.5993,81.798,43,403.19,0.999974,7,44.1989,81.198,8,512.987,0,7,28.5993,81.798,43,403.19,0.999974,403.19,28.5993,
