trial.type,trial,id,population,sex,ate,familiar.object.colour,novel.object.colour,novel.side,rewarded.side,treatment,distance.moved,mean.velocity,periphery.visits,time.in.periphery,latency.periphery,center.visits,time.in.center,latency.center,freezes,time.freezing,left.object.visits,time.with.left.object,latency.left.object,right.object.visits,time.with.right.object,latency.right.object,left.object.large.visits,time.with.left.object.large,latency.left.object.large,right.object.large.visits,time.with.right.object.large,latency.right.object.large,visits.novel.object,time.with.novel.object,latency.novel.object,visits.familiar.object,time.with.familiar.object,latency.familiar.object,time.with.rewarded.object,time.with.unrewarded.object,number.sessions.ate
baseline,3,M3,Paria,F,NA,,,L,,familiar,320.501,0.539578,6,556.186,0,5,37.999,32.5992,47,353.991,3,24.5994,32.7992,1,0.199995,127.397,8,10.1997,31.7992,3,3.19992,125.397,3,24.5994,NA,1,0.199995,NA,,,
baseline,3,M4,Paria,M,NA,,,L,,NA,1023.84,1.70588,27,358.991,0,26,241.394,0.599985,66,54.7986,5,5.79986,114.197,15,47.5988,0.599985,16,36.7991,111.397,44,73.1982,0,5,5.79986,NA,15,47.5988,NA,,,
baseline,3,A1,AxQ,F,NA,,,R,,novel,487.922,0.812953,19,279.393,10.9997,19,320.992,0,100,273.593,6,15.5996,0,16,139.397,58.1985,12,55.5986,0.399989,29,132.397,54.3986,16,139.397,58.1985,6,15.5996,0,,,
baseline,3,B1,AxQ,F,NA,,,L,,familiar,581.653,0.969445,8,561.186,0,8,39.199,83.7979,100,229.194,6,26.3993,83.7979,4,5.79986,129.197,21,34.3991,40.799,8,11.3997,128.197,6,26.3993,NA,4,5.79986,NA,,,
baseline,3,A2,AxQ,F,NA,,,R,,familiar,590.603,0.998003,11,568.986,0,11,22.9994,80.798,78,165.396,4,3.39992,80.998,4,1.79996,459.189,13,17.9995,79.998,8,16.9996,455.789,4,1.79996,459.189,4,3.39992,80.998,,,
baseline,3,B2,AxQ,F,NA,,,L,,novel,568.803,0.948345,13,558.786,0.399989,12,41.199,5.99985,58,89.7978,6,28.3993,242.194,2,2.19995,467.188,20,16.5996,5.59986,6,4.39989,466.788,6,28.3993,NA,2,2.19995,NA,,,
baseline,3,C2,AxQ,F,NA,,,R,,familiar,430.512,0.718736,6,585.585,0,5,14.1996,120.197,66,255.994,3,2.79993,122.197,1,1.39996,184.395,9,16.5996,121.997,5,9.19977,183.195,1,1.39996,184.395,3,2.79993,122.197,,,
baseline,3,E2,AxQ,F,NA,,,L,,familiar,973.609,1.66718,20,500.787,0,19,83.3979,12.3997,26,25.9994,11,15.3996,17.7996,6,9.99975,23.5994,35,57.7986,13.3997,14,32.3992,22.9994,11,15.3996,17.7996,6,9.99975,23.5994,,,
baseline,3,G2,AxQ,F,NA,,,L,,familiar,440.967,0.734718,16,465.588,0,16,134.797,141.396,81,282.193,1,3.9999,520.787,5,9.19977,293.193,9,35.5991,435.189,14,65.5984,291.193,1,3.9999,NA,5,9.19977,NA,,,
baseline,3,C1,AxQ,F,NA,,,R,,novel,814.667,1.35736,23,548.186,0,15,47.3988,108.197,98,187.195,7,8.19979,108.197,2,1.59996,387.19,21,17.7996,106.197,8,10.5997,200.195,2,1.59996,387.19,7,8.19979,108.197,,,
baseline,3,G1,AxQ,F,NA,,,R,,novel,200.447,0.333976,9,554.786,23.5994,8,45.1989,0,77,453.989,6,34.9991,0,0,0,-,13,31.3992,23.5994,1,4.39989,595.985,0,0,-,6,34.9991,0,,,
baseline,3,A4,AxQ,M,NA,,,L,,NA,718.597,1.19729,21,527.787,23.7994,15,67.1983,0,65,50.5987,3,1.39996,126.397,1,0.199995,69.9982,17,31.3992,16.1996,8,7.39981,38.999,3,1.39996,NA,1,0.199995,NA,,,
baseline,3,C4,AxQ,M,NA,,,L,,NA,563.717,0.939239,14,421.589,0,14,178.796,27.3993,71,136.997,7,23.9994,27.1993,2,3.9999,214.795,23,91.5977,24.1994,6,11.5997,74.1981,7,23.9994,NA,2,3.9999,NA,,,
baseline,3,G4,AxQ,M,NA,,,R,,NA,151.464,0.255772,3,587.385,0,2,4.99987,61.7985,51,477.988,0,0,-,0,0,-,0,0,-,1,2.59993,60.3985,0,0,-,0,0,-,,,
baseline,3,B4,AxQ,M,NA,,,R,,NA,1335.18,2.22462,31,499.588,0,30,100.797,30.3992,22,25.9993,7,8.99977,126.397,9,6.19984,117.197,34,60.7985,47.9988,28,44.3989,115.797,9,6.19984,117.197,7,8.99977,126.397,,,
baseline,3,E4,AxQ,M,NA,,,R,,NA,404.143,0.673365,2,600.185,0,0,0,-,94,257.794,0,0,-,0,0,-,1,0.199995,127.797,5,3.9999,331.392,0,0,-,0,0,-,,,
open.field.baseline,1,H1,Paria,F,NA,NA,NA,NA,NA,familiar,916.635,1.52725,11,547.586,30.1992,11,52.7987,0,38,133.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,Z1,Paria,F,NA,NA,NA,NA,NA,novel,729.617,1.21565,8,577.386,4.79988,8,22.9994,0,63,236.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,J1,Paria,F,NA,NA,NA,NA,NA,familiar,953.272,1.5883,3,590.185,7.7998,3,10.1997,0,45,121.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,X1,Paria,F,NA,NA,NA,NA,NA,novel,963.188,1.60482,11,551.386,0,10,48.9988,29.1993,82,221.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,M1,Paria,F,NA,NA,NA,NA,NA,familiar,731.678,1.21909,12,551.786,16.5996,12,48.5988,0,39,280.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,A1,AxQ,F,NA,NA,NA,NA,NA,novel,643.897,1.07283,18,464.588,0,18,135.797,213.595,54,294.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,B1,AxQ,F,NA,NA,NA,NA,NA,familiar,1368.77,2.28058,4,589.385,0.799979,4,10.9997,0,29,23.9994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,C1,AxQ,F,NA,NA,NA,NA,NA,novel,449.07,0.74822,9,565.986,0,8,34.3991,41.799,118,344.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,E1,AxQ,F,NA,NA,NA,NA,NA,NA,345.089,0.574971,2,599.985,0,1,0.39999,549.586,95,392.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,G1,AxQ,F,NA,NA,NA,NA,NA,novel,615.821,1.02605,12,542.986,0,11,57.3986,55.1986,79,252.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,H4,Paria,M,NA,NA,NA,NA,NA,NA,1084.29,1.80659,6,580.985,0,5,19.3995,60.7985,9,58.3985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,X4,Paria,M,NA,NA,NA,NA,NA,NA,962.313,1.60336,12,577.386,0,11,22.9994,2.19995,34,50.1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,H2,Paria,F,NA,NA,NA,NA,NA,novel,868.561,1.44909,19,522.187,2.99992,19,77.998,0,68,146.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,Z2,Paria,F,NA,NA,NA,NA,NA,familiar,1228.32,2.04656,22,550.186,0,20,49.7988,81.198,16,29.1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,J2,Paria,F,NA,NA,NA,NA,NA,novel,1265.51,2.10853,9,578.386,0.999974,9,21.9994,0,14,8.99977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,X2,Paria,F,NA,NA,NA,NA,NA,familiar,1473.82,2.45562,8,588.585,0,7,11.7997,9.99975,13,12.3997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,M2,Paria,F,NA,NA,NA,NA,NA,novel,803.096,1.33808,16,533.587,0,15,66.7983,21.3995,61,162.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,A2,AxQ,F,NA,NA,NA,NA,NA,familiar,747.786,1.24593,12,531.387,0,11,68.9983,47.9988,49,131.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,B2,AxQ,F,NA,NA,NA,NA,NA,novel,1069.75,1.78236,5,596.185,0,4,4.19989,120.397,53,127.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,C2,AxQ,F,NA,NA,NA,NA,NA,familiar,941.058,1.56795,2,599.185,0,1,1.19997,35.7991,41,164.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,E2,AxQ,F,NA,NA,NA,NA,NA,familiar,693.324,1.15518,11,539.187,0,10,61.1985,5.39986,91,231.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,G2,AxQ,F,NA,NA,NA,NA,NA,familiar,784.016,1.30629,26,423.389,0,26,176.996,42.9989,68,107.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,Z4,Paria,M,NA,NA,NA,NA,NA,NA,1497.32,2.49476,10,572.186,1.39996,9,27.7993,0,6,5.99985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,M4,Paria,M,NA,NA,NA,NA,NA,NA,1061.81,1.76913,4,596.185,0,4,4.19989,21.9994,17,8.79978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,H3,Paria,F,NA,NA,NA,NA,NA,familiar,350.417,0.584029,6,542.6,0,5,57.6,20.4,45,424.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,Z3,Paria,F,NA,NA,NA,NA,NA,novel,1122.74,1.87123,8,593.2,0,7,7,30.4,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,J3,Paria,F,NA,NA,NA,NA,NA,familiar,1050.91,1.75152,4,585.8,6.4,4,14.4,0,8,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,X3,Paria,F,NA,NA,NA,NA,NA,novel,1241.7,2.0695,8,581.8,0,8,18.4,51.4,11,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,M3,Paria,F,NA,NA,NA,NA,NA,familiar,854.214,1.42369,6,583.2,0,5,17,182.6,27,120.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,A4,AxQ,M,NA,NA,NA,NA,NA,NA,1250.85,2.08475,10,572.2,7.2,10,28,0,22,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,B4,AxQ,M,NA,NA,NA,NA,NA,NA,1762.05,2.93675,26,538.4,0,25,61.8,19,14,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,C4,AxQ,M,NA,NA,NA,NA,NA,NA,886.516,1.47753,2,582.4,14.4,2,17.8,0,36,89.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,E4,AxQ,M,NA,NA,NA,NA,NA,NA,1053.82,1.75637,28,506.4,0,27,93.8,34.8,21,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,G4,AxQ,M,NA,NA,NA,NA,NA,NA,657.929,1.09655,10,550,2.6,10,50.2,0,80,139.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,1,J4,Paria,M,NA,NA,NA,NA,NA,NA,1253.48,2.08913,10,587.2,0,9,13,78.8,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,H1,Paria,F,NA,NA,NA,NA,NA,familiar,813.782,1.35588,5,591.985,0,3,8.19979,46.9988,48,109.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,Z1,Paria,F,NA,NA,NA,NA,NA,novel,776.624,1.29398,7,594.585,0,6,5.79986,64.1984,45,208.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,J1,Paria,F,NA,NA,NA,NA,NA,familiar,210.456,0.350652,1,600.385,0,0,0,-,31,455.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,X1,Paria,F,NA,NA,NA,NA,NA,novel,532.49,0.88721,4,574.786,5.59986,4,25.5994,0,80,323.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,M1,Paria,F,NA,NA,NA,NA,NA,familiar,664.212,1.10668,11,543.586,25.9993,11,56.7986,0,53,287.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,A1,AxQ,F,NA,NA,NA,NA,NA,novel,248.204,0.413545,12,515.187,7.39981,13,85.1979,0,71,446.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,B1,AxQ,F,NA,NA,NA,NA,NA,familiar,1044.68,1.74059,12,572.186,0,11,28.1993,82.9979,49,62.3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,C1,AxQ,F,NA,NA,NA,NA,NA,novel,359.452,0.598902,10,570.586,0,9,29.7993,109.597,100,406.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,E1,AxQ,F,NA,NA,NA,NA,NA,NA,342.873,0.571278,5,596.385,0,4,3.9999,231.594,77,428.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,G1,AxQ,F,NA,NA,NA,NA,NA,novel,686.411,1.14367,7,586.985,0,6,13.3997,67.1983,40,143.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,H4,Paria,M,NA,NA,NA,NA,NA,NA,895.615,1.49223,5,589.185,0,3,10.9997,48.7988,13,52.5987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,X4,Paria,M,NA,NA,NA,NA,NA,NA,890.387,1.48352,8,588.985,0,6,10.9997,139.797,33,61.5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,H2,Paria,F,NA,NA,NA,NA,NA,novel,539.948,1.34119,5,378.791,0,4,24.5994,140.396,58,65.5984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,Z2,Paria,F,NA,NA,NA,NA,NA,familiar,510.938,0.851301,10,507.587,2.79993,10,92.7977,0,84,256.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,J2,Paria,F,NA,NA,NA,NA,NA,novel,807.156,1.34485,13,569.586,0,12,30.7992,158.596,36,107.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,X2,Paria,F,NA,NA,NA,NA,NA,familiar,979.145,1.6314,11,578.386,0,10,21.9995,49.5988,53,79.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,M2,Paria,F,NA,NA,NA,NA,NA,novel,481.617,0.802448,3,581.985,0,2,18.3995,43.5989,78,302.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,A2,AxQ,F,NA,NA,NA,NA,NA,familiar,654.192,1.1295,11,535.987,0,10,43.3989,53.9986,80,133.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,B2,AxQ,F,NA,NA,NA,NA,NA,novel,748.019,1.24631,6,595.985,0,5,4.39989,7.39981,71,245.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,C2,AxQ,F,NA,NA,NA,NA,NA,familiar,554.324,0.923588,3,599.785,0,0,0,-,96,210.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,E2,AxQ,F,NA,NA,NA,NA,NA,familiar,753.011,1.25463,13,537.387,0,12,62.9984,58.5985,142,142.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,G2,AxQ,F,NA,NA,NA,NA,NA,familiar,707.179,1.17827,18,498.988,0,17,101.397,55.5986,87,101.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,Z4,Paria,M,NA,NA,NA,NA,NA,NA,874.769,1.4575,13,564.586,0,12,35.7991,24.1994,37,35.3991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,M4,Paria,M,NA,NA,NA,NA,NA,NA,832.432,1.38696,8,583.185,0,7,17.1996,13.3997,47,43.3989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,H3,Paria,F,NA,NA,NA,NA,NA,familiar,456.387,0.760645,10,571.8,0,9,28.4,39.8,65,348.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,Z3,Paria,F,NA,NA,NA,NA,NA,novel,665.85,1.10975,9,566.2,0,8,34,19.6,36,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,J3,Paria,F,NA,NA,NA,NA,NA,familiar,857.676,1.42946,6,584.8,0,5,15.4,65.2,59,94.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,X3,Paria,F,NA,NA,NA,NA,NA,novel,711.527,1.18588,7,578.8,0,6,21.4,258,72,136.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,M3,Paria,F,NA,NA,NA,NA,NA,familiar,617.296,1.02883,2,598.6,0,1,1.6,194.6,52,111.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,A4,AxQ,M,NA,NA,NA,NA,NA,NA,998.972,1.66551,12,570.8,0,11,29.4,13.6,32,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,B4,AxQ,M,NA,NA,NA,NA,NA,NA,1613.53,2.68922,16,580,0,15,20.2,10.4,4,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,C4,AxQ,M,NA,NA,NA,NA,NA,NA,748.351,1.24725,17,483.8,0.8,17,116.4,0,50,56.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,E4,AxQ,M,NA,NA,NA,NA,NA,NA,404.769,0.67484,5,583.4,0,4,16.6,138,75,176.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,G4,AxQ,M,NA,NA,NA,NA,NA,NA,229.18,0.382221,13,543.6,0.4,12,56.2,319,60,235.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
open.field.baseline,2,J4,Paria,M,NA,NA,NA,NA,NA,NA,883.603,1.47267,10,583.2,0,9,17,65,25,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
baseline,1,H1,Paria,F,NA,,,R,NA,familiar,431.114,0.718302,6,578.586,1.39996,6,21.7995,0,87,299.793,5,4.39989,0,4,3.7999,43.7989,10,19.7995,1.39996,7,16.7996,39.199,4,3.7999,43.7989,5,4.39989,0,,,
baseline,1,H2,Paria,F,NA,,,L,NA,novel,598.045,0.996434,13,508.587,0,12,91.7977,124.997,85,180.195,6,15.5996,139.797,2,3.7999,202.195,18,39.199,133.397,9,39.199,16.5996,6,15.5996,NA,2,3.7999,NA,,,
baseline,1,H3,Paria,F,NA,,,L,NA,familiar,94.0399,0.477372,3,183.795,0,2,13.3997,88.1978,27,139.197,2,1.39996,97.7976,0,0,-,5,7.19982,97.3976,0,0,-,2,1.39996,NA,0,0,-,,,
baseline,1,H4,Paria,M,NA,,,L,NA,NA,172.688,0.74565,4,224.994,0,1,6.39984,9.19977,15,31.7992,0,0,-,0,0,-,0,0,-,3,2.79993,7.7998,0,0,-,0,0,-,,,
baseline,1,Z1,Paria,F,NA,,,R,NA,novel,768.47,1.28039,17,482.188,7.39981,17,118.197,0,71,74.9981,6,11.5997,6.59983,11,27.3993,43.9989,19,28.7993,3.59991,17,37.999,40.399,11,27.3993,43.9989,6,11.5997,6.59983,,,
baseline,1,Z2,Paria,F,NA,,,L,NA,familiar,441.973,0.736395,17,355.791,142.196,17,244.594,0,65,280.393,4,6.39984,209.995,4,144.596,0,16,42.9989,152.996,10,25.7994,139.997,4,6.39984,NA,4,144.596,0,,,
baseline,1,Z3,Paria,F,NA,,,L,NA,novel,647.185,1.07831,20,505.387,0,18,94.7976,23.9994,66,116.597,9,48.3988,23.9994,7,20.1995,81.798,25,39.999,10.1997,19,21.3995,80.998,9,48.3988,NA,7,20.1995,NA,,,
baseline,1,Z4,Paria,M,NA,,,R,NA,NA,677.445,1.12873,24,493.188,0,22,106.997,26.9993,72,160.796,11,22.5994,201.395,4,12.5997,30.1992,25,45.9988,97.3976,21,44.1989,25.3994,4,12.5997,30.1992,11,22.5994,201.395,,,
baseline,1,J1,Paria,F,NA,,,R,NA,familiar,433.521,0.723277,16,498.988,11.9997,16,101.197,0,54,390.99,9,23.1994,11.3997,3,6.59983,76.7981,18,32.3992,10.9997,9,12.5997,64.7984,3,6.59983,76.7981,9,23.1994,11.3997,,,
baseline,1,J2,Paria,F,NA,,,R,NA,novel,734.554,1.22388,13,547.986,3.19992,13,52.3987,0,48,126.997,6,14.1996,118.997,2,1.79996,379.591,17,32.5992,118.597,11,14.7996,0,2,1.79996,379.591,6,14.1996,118.997,,,
baseline,1,J3,Paria,F,NA,,,R,NA,familiar,622.912,1.03787,11,536.787,15.3996,11,63.5984,0,59,88.3978,5,19.1995,0,5,8.99977,111.797,13,20.7995,4.79988,11,26.7993,111.597,5,8.99977,111.797,5,19.1995,0,,,
baseline,1,J4,Paria,M,NA,,,L,NA,NA,1255.06,2.09112,33,493.188,0,30,105.797,13.1997,12,20.9995,12,10.9997,14.3996,6,9.99975,54.5986,41,69.5983,13.9996,35,54.7986,21.7995,12,10.9997,NA,6,9.99975,NA,,,
baseline,1,X1,Paria,F,NA,,,L,NA,novel,594.874,0.991152,18,391.39,13.5997,18,208.995,0,108,251.394,6,55.9986,49.3988,8,52.5987,10.1997,16,43.5989,47.3988,19,28.3993,9.79975,6,55.9986,NA,8,52.5987,NA,,,
baseline,1,X2,Paria,F,NA,,,R,NA,familiar,907.778,1.5125,14,538.187,0,13,62.1984,147.196,54,164.196,3,2.99992,173.796,4,6.59983,158.996,19,33.3992,147.196,16,24.1994,156.596,4,6.59983,158.996,3,2.99992,173.796,,,
baseline,1,X3,Paria,F,NA,,,R,NA,novel,510.931,0.851289,16,519.587,6.39984,16,80.798,0,78,166.996,6,23.9994,0,5,17.9995,41.199,13,10.3997,5.19987,12,20.9995,40.599,5,17.9995,41.199,6,23.9994,0,,,
baseline,1,X4,Paria,M,NA,,,R,NA,NA,1044.5,1.7403,7,582.985,0,6,17.3996,122.197,40,114.197,3,5.39987,122.397,1,1.19997,302.392,9,13.5997,119.597,9,19.7995,41.799,1,1.19997,302.392,3,5.39987,122.397,,,
baseline,1,M1,Paria,F,NA,,,L,NA,familiar,380.608,0.634152,14,452.789,0.599985,15,147.596,0,66,388.79,7,32.3992,78.198,3,14.1996,189.395,17,63.5984,70.7982,7,21.9995,187.795,7,32.3992,NA,3,14.1996,NA,,,
baseline,1,M2,Paria,F,NA,,,L,NA,novel,347.299,0.578654,10,511.187,0,10,89.1978,208.795,73,411.79,2,5.79986,211.595,4,1.59996,230.994,10,63.3984,107.197,11,35.7991,0.599985,2,5.79986,NA,4,1.59996,NA,,,
baseline,1,M3,Paria,F,NA,,,L,NA,familiar,90.8306,0.151338,2,589.785,9.79975,2,10.5997,0,18,525.587,0,0,-,1,3.9999,5.59986,0,0,-,3,3.9999,4.99987,0,0,-,1,3.9999,NA,,,
baseline,1,M4,Paria,M,NA,,,L,NA,NA,928.244,1.5466,17,464.588,0,17,135.597,6.59983,46,45.1989,3,9.79976,59.3985,14,35.3991,42.5989,28,40.199,14.9996,35,70.3982,40.599,3,9.79976,NA,14,35.3991,NA,,,
